property_id,source,country,city,neighborhood,property_type,price_eur,area_m2,price_per_m2,bedrooms,bathrooms,floor,listing_url,scraping_date
104027174,Idealista,Spain,Madrid,"Recoletos, Madrid",Pisos,1920000.0,17.0,112941.18,3,3,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
102321942,Idealista,Spain,Madrid,"Castellana, Madrid",Pisos,1995000.0,15.79,126345.79,3,3,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
103334142,Idealista,Spain,Madrid,"Hortaleza, Madrid",Pisos,1300000.0,25.08,51834.13,4,3,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
104161987,Idealista,Spain,Madrid,"Chamartín, Madrid",Pisos,1650000.0,23.04,71614.58,3,3,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
103989666,Idealista,Spain,Madrid,"Recoletos, Madrid",Pisos,1590750.0,10.78,147564.94,3,3,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
103963452,Idealista,Spain,Madrid,"Cuatro Caminos, Madrid",Pisos,1590000.0,33.45,47533.63,5,4,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
103363210,Idealista,Spain,Madrid,"Recoletos, Madrid",Pisos,5700000.0,28.34,201129.15,4,5,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
103938653,Idealista,Spain,Madrid,"Goya, Madrid",Pisos,2190000.0,17.0,128823.53,4,4,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
103789810,Idealista,Spain,Madrid,"Goya, Madrid",Pisos,1190000.0,10.41,114313.16,2,2,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
103653079,Idealista,Spain,Madrid,"Aravaca, Madrid",Pisos,675000.0,14.21,47501.76,3,2,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
103876000,Idealista,Spain,Madrid,"Recoletos, Madrid",Pisos,3950000.0,27.03,146133.93,4,5,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
101184519,Idealista,Spain,Madrid,"Sol, Madrid",Pisos,752248.0,12.26,61357.91,3,2,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
101582665,Idealista,Spain,Madrid,"Bernabéu-Hispanoamérica, Madrid",Independientes,995000.0,14.86,66958.28,3,3,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
102908373,Idealista,Spain,Madrid,"Vallehermoso, Madrid",Pisos,1295000.0,21.27,60883.87,4,3,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
104053005,Idealista,Spain,Madrid,"Castellana, Madrid",Pisos,3900000.0,26.38,147839.27,5,5,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
102164326,Idealista,Spain,Madrid,"Huertas-Cortes, Madrid",Pisos,1175000.0,16.54,71039.9,3,3,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
103226676,Idealista,Spain,Madrid,"Chamberí, Madrid",Pisos,1075000.0,15.7,68471.34,3,3,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
103326278,Idealista,Spain,Madrid,"Bernabéu-Hispanoamérica, Madrid",Pisos,1970000.0,26.29,74933.43,4,4,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
104103711,Idealista,Spain,Madrid,"Nueva España, Madrid",Independientes,4950000.0,82.31,60138.5,6,7,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
103741155,Idealista,Spain,Madrid,"Huertas-Cortes, Madrid",Pisos,1800000.0,19.88,90543.26,3,4,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
99800337,Idealista,Spain,Madrid,"Aravaca, Madrid",Pisos,990000.0,27.13,36490.97,5,4,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
104149846,Idealista,Spain,Madrid,"Conde Orgaz-Piovera, Madrid",Independientes,1650000.0,34.1,48387.1,5,5,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
101980713,Idealista,Spain,Madrid,"Castellana, Madrid",Pisos,7900000.0,43.94,179790.62,4,5,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
102337728,Idealista,Spain,Madrid,"Chueca-Justicia, Madrid",Pisos,2450000.0,24.25,101030.93,4,3,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
103550321,Idealista,Spain,Madrid,"Argüelles, Madrid",Pisos,1850000.0,28.43,65072.11,5,5,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
103380338,Idealista,Spain,Madrid,"Nuevos Ministerios-Ríos Rosas, Madrid",Pisos,1255000.0,14.21,88318.09,3,3,,https://www.idealista.com/venta-viviendas/madrid-madrid/,2026-05-21
104079750,Idealista,Spain,Madrid,"Hortaleza, Madrid",Independientes,1850000.0,40.69,45465.72,5,5,,https://www.idealista.com/venta-viviendas/madrid-madrid/pagina-7.htm,2026-05-21
103725861,Idealista,Spain,Madrid,"Centro, Madrid",Pisos,780000.0,10.87,71757.13,2,2,,https://www.idealista.com/venta-viviendas/madrid-madrid/pagina-11.htm,2026-05-21
103945052,Idealista,Spain,Madrid,"Moncloa, Madrid",Pisos,1200000.0,27.87,43057.05,4,4,,https://www.idealista.com/venta-viviendas/madrid-madrid/pagina-7.htm,2026-05-21
102734644,Idealista,Spain,Madrid,"Retiro, Madrid",Pisos,1125000.0,16.07,70006.22,3,3,,https://www.idealista.com/venta-viviendas/madrid-madrid/pagina-11.htm,2026-05-21
100705920,Idealista,Spain,Madrid,"Moncloa, Madrid",Pisos,1200000.0,22.3,53811.66,5,4,,https://www.idealista.com/venta-viviendas/madrid-madrid/pagina-11.htm,2026-05-21
101706937,Idealista,Spain,Madrid,"Barrio de Salamanca, Madrid",Pisos,2300000.0,22.48,102313.17,4,3,,https://www.idealista.com/venta-viviendas/madrid-madrid/pagina-11.htm,2026-05-21
102016656,Idealista,Spain,Madrid,"Barrio de Salamanca, Madrid",Pisos,698000.0,10.03,69591.23,2,2,,https://www.idealista.com/venta-viviendas/madrid-madrid/pagina-11.htm,2026-05-21
93496901,Idealista,Spain,Madrid,"Peñagrande, Madrid",Independientes,1237000.0,45.06,27452.29,8,7,,https://www.idealista.com/venta-viviendas/madrid-madrid/pagina-11.htm,2026-05-21
98715849,Idealista,Spain,Madrid,"Mirasierra, Madrid",Independientes,1625000.0,41.81,38866.3,6,5,,https://www.idealista.com/venta-viviendas/madrid-madrid/pagina-11.htm,2026-05-21
103584327,Idealista,Spain,Madrid,"Fuencarral, Madrid",Pisos,470000.0,8.83,53227.63,3,2,,https://www.idealista.com/venta-viviendas/madrid-madrid/pagina-11.htm,2026-05-21
102659638,Idealista,Spain,Madrid,"Comillas, Madrid",Pisos,475000.0,10.41,45629.2,3,2,,https://www.idealista.com/venta-viviendas/madrid-madrid/pagina-11.htm,2026-05-21
